sort20220911	CollectionCode2018	CollectionCode2019	VeryOldCC	CollectionCodeOld	CollectionCode	etOHstorageLoc	TransferNotes	BiogeographicRegion	Country	Adm1	Adm2	Region	Locale	LocalityCode	LocalityCode2	LocalityNotes	DateCollectedStart	DateCollectedEnd	Time	Method	Lat	Lon	LatLonMaxError	Datum	Elevation	ElevationMaxError	Habitat	Microhabitat	Medium	CollectedBy	CollectionNotes	LocatedAt	OwnedBy	TaxonNotes
800	RPO#0686	RPO#0822	636	RPO#0673	RPO#0822			North America	USA	TX	Travis	Lake Travis	Thurman Road				6/30/2016			hand	30.412	-97.981	500 m	WGS 84	247		oak juniper scrub	on ground	pinned	RP Overson	on ground bring attacked by Solenopsis sp.			
801	RPO#0687	RPO#0823	661	RPO#0674	RPO#0823			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
802	RPO#0687	RPO#0824	662	RPO#0674	RPO#0824			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
803	RPO#0687	RPO#0825	663	RPO#0674	RPO#0825			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
804	RPO#0687	RPO#0826	664	RPO#0674	RPO#0826			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
805	RPO#0687	RPO#0827	665	RPO#0674	RPO#0827			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
806	RPO#0687	RPO#0828	666	RPO#0674	RPO#0828			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
807	RPO#0687	RPO#0829	667	RPO#0674	RPO#0829			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
808	RPO#0687	RPO#0830	668	RPO#0674	RPO#0830			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
809	RPO#0687	RPO#0831	669	RPO#0674	RPO#0831			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/1/2016			hand	30.4145	-97.9521	60 m	WGS 84	214		suburban lakeshore	ex plant	pinned	RP Overson				
810	RPO#0688	RPO#0832	670	RPO#0675	RPO#0832			North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/4/2016			hand	30.4145	-97.9521	30 m	WGS 84	214		suburban lakeshore	ex Passiflora	pinned	RP Overson				
811	RPO#0689	RPO#0833	781	RPO#0676	RPO#0833	in box turtle	could collapse to 670 (same info)	North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/4/2016			hand	30.4145	-97.9521	30 m	WGS 84	211		suburban lakeshore	ex Passiflora	75% EtOH	RP Overson				
812	RPO#0689	RPO#0834	782	RPO#0676	RPO#0834	in box turtle	could collapse to 670 (same info)	North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/4/2016			hand	30.4145	-97.9521	30 m	WGS 84	211		suburban lakeshore	ex Passiflora	75% EtOH	RP Overson				
813	RPO#0689	RPO#0835	783	RPO#0676	RPO#0835	in box turtle	could collapse to 670 (same info)	North America	USA	TX	Travis	Lake Travis	Whippoorwill Trail				7/4/2016			hand	30.4145	-97.9521	30 m	WGS 84	211		suburban lakeshore	ex Passiflora	75% EtOH	RP Overson				
814	RPO#0690	RPO#0836	784	RPO#0677	RPO#0836	in box turtle	don't collapse ants nests	North America	USA	TX	Travis	Lake Travis	Thurman Road				7/4/2016			hand	30.4124	-97.9812	30 m	WGS 84	252		oak juniper scrub	nest on ground	75% EtOH	RP Overson				
815	RPO#0690	RPO#0837	785	RPO#0677	RPO#0837	in box turtle	don't collapse ants nests	North America	USA	TX	Travis	Lake Travis	Thurman Road				7/4/2016			hand	30.4124	-97.9812	30 m	WGS 84	252		oak juniper scrub	nest on ground	75% EtOH	RP Overson				
816	RPO#0690	RPO#0838	786	RPO#0677	RPO#0838	in box turtle	don't collapse ants nests	North America	USA	TX	Travis	Lake Travis	Thurman Road				7/4/2016			hand	30.4124	-97.9812	30 m	WGS 84	252		oak juniper scrub	nest on ground	75% EtOH	RP Overson				
817	RPO#0691	RPO#0839	671	RPO#0678	RPO#0839			North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/17/2016	7/19/2016		hand	30.4124	-97.9812	30 m	WGS 84	248		suburban	garden sand	pinned	RP Overson	excavating in sand with juvenile hemipteran.			
818	RPO#0691	RPO#0840	672	RPO#0678	RPO#0840		could collapse to 671 (same info)	North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/17/2016	7/19/2016		hand	30.4124	-97.9812	30 m	WGS 84	252		suburban	garden sand	pinned	RP Overson	excavating in sand with juvenile hemipteran.			
819	RPO#0692	RPO#0841	787	RPO#0679	RPO#0841		could collapse to 671 (same info)	North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/17/2016	7/19/2016		hand	30.4124	-97.9812	30 m	WGS 84	247		suburban	garden sand	pinned	RP Overson	excavating in sand with juvenile hemipteran.			
820	RPO#0693	RPO#0842		RPO#0680	RPO#0842			North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/19/2016			hand	30.4124	-97.9812	30 m	WGS 84	247		suburban	ex tree	pinned	RP Overson				
856	RPO#0718	RPO#0878	674	RPO#0681	RPO#0843		date was entered incorrectly as 8/19/2016 (should be 7/19/2016)—so sorted labeled as RPO#0878 for new codes	North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/19/2016			hand	30.4124	-97.9812	30 m	WGS 84	247		suburban	nest in wall cavity	pinned	RP Overson				
821	RPO#0694	RPO#0843	675	RPO#0682	RPO#0844			North America	USA	TX	Travis	Glencoe	Chicago Botanic Garden				7/19/2016			hand	30.4124	-97.9812	30 m	WGS 84	247		suburban	on license plate	pinned	RP Overson				
822	RPO#0695	RPO#0844	676	RPO#0683	RPO#0845		date incorrect on current labels!—says (8/9/2016)	North America	USA	IL	Cook	Chicago	West Balmoral and North Winthrop Avenue				7/20/2016			hand	41.98005	-87.65785	3 m	WGS 84	177		urban	nest in sewer	pinned	RP Overson	Group of perhaps 12-15 entering and exiting sewer hole in manhole cover.			
823	RPO#0696	RPO#0845	689	RPO#0684	RPO#0846			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			hand	44.6956	-106.9641	20 m	WGS 84	1257		grassland	ex orange slice	pinned	RP Overson				
824	RPO#0696	RPO#0846	690	RPO#0684	RPO#0847			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			hand	44.6956	-106.9641	20 m	WGS 84	1257		grassland	ex orange slice	pinned	RP Overson				
825	RPO#0697	RPO#0847	691	RPO#0685	RPO#0848			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			hand	44.6956	-106.9641	20 m	WGS 84	1257		grassland	ex Nepeta sp.	pinned	RP Overson				
826	RPO#0697	RPO#0848	692	RPO#0685	RPO#0849			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			hand	44.6956	-106.9641	20 m	WGS 84	1257		grassland	ex Nepeta sp.	pinned	RP Overson				
827	RPO#0698	RPO#0849	693	RPO#0686	RPO#0850			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			UV light	44.6956	-106.9641	20 m	WGS 84	1257		grassland	UV light	pinned	RP Overson				
828	RPO#0698	RPO#0850	694	RPO#0686	RPO#0851			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			UV light	44.6956	-106.9641	20 m	WGS 84	1257		grassland	UV light	pinned	RP Overson				
829	RPO#0698	RPO#0851	695	RPO#0686	RPO#0852			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			UV light	44.6956	-106.9641	20 m	WGS 84	1257		grassland	UV light	pinned	RP Overson				
830	RPO#0698	RPO#0852	696	RPO#0686	RPO#0853			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			UV light	44.6956	-106.9641	20 m	WGS 84	1257		grassland	UV light	pinned	RP Overson				
831	RPO#0698	RPO#0853	697	RPO#0686	RPO#0854			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/8/2016			UV light	44.6956	-106.9641	20 m	WGS 84	1257		grassland	UV light	pinned	RP Overson				
832	RPO#0699	RPO#0854	788	RPO#0687	RPO#0855	in box turtle		North America	USA	MT	Big Horn	Crow Agency	Custer Battlefield Trading Post				8/9/2016			hand	45.5788	-107.4431	10 m	WGS 84	940		grassland	nest on ground	75% EtOH	RP Overson				
833	RPO#0700	RPO#0855	677	RPO#0688	RPO#0856			North America	USA	WY	Sheridan	Sheridan	Goldeneye Drive				8/9/2016			hand	44.6956	-106.9641	20 m	WGS 84	1257		grassland	ex Nepeta sp.	pinned	RP Overson				
834	RPO#0701	RPO#0856	698	RPO#0689	RPO#0857			North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.5218	-107.3779	10 m	WGS 84	1035		grassland	ex. elia sp.	pinned	RP Overson				
835	RPO#0701	RPO#0857	699	RPO#0689	RPO#0858			North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.5218	-107.3779	10 m	WGS 84	1035		grassland	ex. elia sp.	pinned	RP Overson				
836	RPO#0702	RPO#0858	789	RPO#0690	RPO#0859	in box turtle		North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.51947	-107.37738	3 m	WGS 84	1002		grassland	nest on ground	75% EtOH	RP Overson				
837	RPO#0703	RPO#0859	790	RPO#0691	RPO#0860			North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.5195	-107.3774	45 m	WGS 84	1002		grassland	ex Ericameria nauseosa	pinned	RP Overson	wasp			
838	RPO#0704	RPO#0860	678	RPO#0692	RPO#0861			North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.5195	-107.3774	45 m	WGS 84	1035		grassland	on ground	pinned	RP Overson				
839	RPO#0705	RPO#0861	791	RPO#0693	RPO#0862	in box turtle with masking tape		North America	USA	MT	Big Horn		Little Bighorn Battlefield National Monument				8/9/2016			hand	45.5195	-107.3774	45 m	WGS 84	1002		grassland	ex Ericameria nauseosa	75% EtOH	RP Overson	tending aphids on Ericameria nauseosa			
840	RPO#0706	RPO#0862	700	RPO#0694	RPO#0863			North America	USA	WY	Sheridan	Bighorn National Forest	Sand Turn Interpretive Site				8/10/2016			hand	44.8051	-107.3192	10 m	WGS 84	1983		conifer woodland	ex. elia sp.	pinned	RP Overson				
841	RPO#0706	RPO#0863	701	RPO#0694	RPO#0864			North America	USA	WY	Sheridan	Bighorn National Forest	Sand Turn Interpretive Site				8/10/2016			hand	44.8051	-107.3192	10 m	WGS 84	1983		conifer woodland	ex. elia sp.	pinned	RP Overson				
842	RPO#0706	RPO#0864	702	RPO#0694	RPO#0865			North America	USA	WY	Sheridan	Bighorn National Forest	Sand Turn Interpretive Site				8/10/2016			hand	44.8051	-107.3192	10 m	WGS 84	1983		conifer woodland	ex. elia sp.	pinned	RP Overson				
843	RPO#0707	RPO#0865		RPO#0695	RPO#0866			North America	USA	WY	Sheridan	Bighorn National Forest	Sand Turn Interpretive Site				8/10/2016			hand	44.8051	-107.3192	10 m	WGS 84	1867		conifer woodland	ex. Erigeron sp.	pinned	RP Overson				
844	RPO#0708	RPO#0866	792	RPO#0696	RPO#0867	in box turtle	ants	North America	USA	WY	Sheridan	Bighorn National Forest	Prune Creek Campground				8/10/2016			hand	44.7681	-107.4668	60 m	WGS 84	2393		conifer woodland	nest under rock	75% EtOH	RP Overson				
845	RPO#0709	RPO#0867	793	RPO#0697	RPO#0868	in box turtle	ants	North America	USA	WY	Big Horn	Bighorn National Forest	Shell Falls				8/10/2016			hand	44.5867	-107.6149	30 m	WGS 84	2101		conifer woodland	nest under rock	75% EtOH	RP Overson				
846	RPO#0710	RPO#0868		RPO#0698	RPO#0869			North America	USA	WY	Big Horn	Bighorn National Forest	Shell Falls				8/10/2016			hand	44.5867	-107.6149	30 m	WGS 84	1939		conifer woodland	ex. Monarda sp.	pinned	RP Overson				
847	RPO#0711	RPO#0869	703	RPO#0699	RPO#0870			North America	USA	WY	Big Horn	Bighorn National Forest	Shell Falls				8/10/2016			hand	44.5867	-107.6149	30 m	WGS 84	1907		conifer woodland	ex. yellow aster	pinned	RP Overson				
848	RPO#0711	RPO#0870	704	RPO#0699	RPO#0871			North America	USA	WY	Big Horn	Bighorn National Forest	Shell Falls				8/10/2016			hand	44.5867	-107.6149	30 m	WGS 84	1907		conifer woodland	ex. yellow aster	pinned	RP Overson				
849	RPO#0712	RPO#0871	679	RPO#0700	RPO#0872			North America	USA	WY	Big Horn	Bighorn National Forest	Forest Road 12 near Medicine Wheel				8/11/2016			hand	44.82323	-107.91445	3 m	WGS 84	2901		conifer woodland	on ground	pinned	RP Overson				
850	RPO#0713	RPO#0872	680	RPO#0701	RPO#0873			North America	USA	WY	Big Horn	Bighorn National Forest	Forest Road 12 near Medicine Mountain				8/11/2016			hand	44.8213	-107.9034	20 m	WGS 84	2926		conifer woodland	ex. Arnica sp.	pinned	RP Overson				
851	RPO#0714	RPO#0873	681	RPO#0702	RPO#0874			North America	USA	WY	Big Horn	Bighorn National Forest	Forest Road 12 near Medicine Mountain				8/11/2016			hand	44.8213	-107.9034	20 m	WGS 84	2926		conifer woodland	on ground	pinned	RP Overson				
852	RPO#0715	RPO#0874	682	RPO#0703	RPO#0875			North America	USA	MT	Carbon	Custer National Forest	Trail to Lower Basin Creek Lake				8/12/2016			hand	45.1486	-109.4034	10 m	WGS 84	2437		conifer woodland	on ground	pinned	RP Overson				
853	RPO#0716	RPO#0875	705	RPO#0704	RPO#0876			North America	USA	MT	Carbon	Custer National Forest	Trail to Lower Basin Creek Lake				8/12/2016			hand	45.1562	-109.3898	10 m	WGS 84	2203		conifer woodland	ex. Asteraceae sp.	pinned	RP Overson				
854	RPO#0716	RPO#0876	706	RPO#0704	RPO#0877			North America	USA	MT	Carbon	Custer National Forest	Trail to Lower Basin Creek Lake				8/12/2016			hand	45.1562	-109.3898	10 m	WGS 84	2203		conifer woodland	ex. Asteraceae sp.	pinned	RP Overson				
855	RPO#0717	RPO#0877	794	RPO#0705	RPO#0878	in box turtle with masking tape	ants	North America	USA	WY	Park	Shoshone National Forest	Crandall Road and Road Xvw				8/12/2016			hand	44.8465	-109.6128	10 m	WGS 84	2020		conifer woodland	ex Ericameria nauseosa	75% EtOH	RP Overson	tending aphids on Ericameria nausaosa			
857	RPO#0719	RPO#0879	683	RPO#0706	RPO#0879			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/26/2016			hand	31.8751	-109.1807	50 m	WGS 84	1588		suburban	on window	pinned	RP Overson				
858	RPO#0720	RPO#0880	685	RPO#0707	RPO#0880	in box turtle		North America	USA	IL	Cook	Chicago	Paulina Street and Peterson Avenue				8/27/2016			hand	41.9897	-87.6716	17 m	WGS 84	183		urban	nest on ground	75% EtOH	RP Overson				
859	RPO#0721	RPO#0881	684	RPO#0708	RPO#0881			North America	USA	IL	Cook	Chicago	Paulina Street and Peterson Avenue				8/27/2016			hand	41.9897	-87.6716	17 m	WGS 84	182		urban	on ground	pinned	RP Overson				
860	RPO#0722	RPO#0882	795	RPO#0709	RPO#0882		ants	North America	USA	IL	Cook	Chicago	Paulina Street and Peterson Avenue				8/27/2016			hand	41.99	-87.671	298 m	WGS 84	183		urban	nest on ground	pinned	RP Overson	exiting nest in ground			
861	RPO#0723	RPO#0883	796	RPO#0710	RPO#0883	in box turtle	ants	North America	USA	IL	Cook	Chicago	Paulina Street and Peterson Avenue				8/27/2016			hand	41.99	-87.671	360 m	WGS 84	183		urban	nest on ground	75% EtOH	RP Overson				
862	RPO#0724	RPO#0884	686	RPO#0711	RPO#0884			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. Hosta sp.	pinned	RP Overson				
863	RPO#0725	RPO#0885	707	RPO#0712	RPO#0885			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. Asteraceae sp.	pinned	RP Overson				
864	RPO#0725	RPO#0886	708	RPO#0712	RPO#0886			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. Asteraceae sp.	pinned	RP Overson				
865	RPO#0725	RPO#0887	709	RPO#0712	RPO#0887			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. Asteraceae sp.	pinned	RP Overson				
866	RPO#0726	RPO#0888	710	RPO#0713	RPO#0888			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. flowers	pinned	RP Overson				
867	RPO#0726	RPO#0889	711	RPO#0713	RPO#0889			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/27/2016			hand	41.9883	-87.6717	20 m	WGS 84	182		urban	ex. flowers	pinned	RP Overson				
868	RPO#0727	RPO#0890	712	RPO#0714	RPO#0890			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Canna sp.	pinned	RP Overson				
869	RPO#0727	RPO#0891	713	RPO#0714	RPO#0891			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Canna sp.	pinned	RP Overson				
870	RPO#0727	RPO#0892	714	RPO#0714	RPO#0892			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Canna sp.	pinned	RP Overson				
871	RPO#0728	RPO#0893	687	RPO#0715	RPO#0893			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Lamiaceae sp.	pinned	RP Overson				
872	RPO#0729	RPO#0894	715	RPO#0716	RPO#0894			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Sedum sp.	pinned	RP Overson				
873	RPO#0729	RPO#0895	716	RPO#0716	RPO#0895			North America	USA	IL	Cook	Chicago	Ravenswood Avenue and W Rosehill Drive				8/27/2016			hand	41.9872	-87.675	20 m	WGS 84	187		urban	ex. Sedum sp.	pinned	RP Overson				
874	RPO#0730	RPO#0896	717	RPO#0717	RPO#0896			North America	USA	IL	Cook	Chicago	Clark and Victoria Street				8/28/2016			hand	41.9874	-87.6693	20 m	WGS 84	184		urban	ex. Calamintha sp.	pinned	RP Overson				
875	RPO#0730	RPO#0897	718	RPO#0717	RPO#0897			North America	USA	IL	Cook	Chicago	Clark and Victoria Street				8/28/2016			hand	41.9874	-87.6693	20 m	WGS 84	184		urban	ex. Calamintha sp.	pinned	RP Overson				
876	RPO#0731	RPO#0898	688	RPO#0718	RPO#0898			North America	USA	IL	Cook	Chicago	Paulina Street and Thorndale Avenue				8/28/2016			hand	41.9883	-87.6717	34 m	WGS 84	182		urban	ex. flower	pinned	RP Overson				
877	RPO#0732	RPO#0899	719	RPO#0719	RPO#0899			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/30/2016			hand	31.8751	-109.1807	17 m	WGS 84	1588		urban	ex leaves of Viburnum sp.	pinned	RP Overson	Wasps were searching for something on leaves			
878	RPO#0732	RPO#0900	720	RPO#0719	RPO#0900			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/30/2016			hand	31.8751	-109.1807	17 m	WGS 84	1588		urban	ex leaves of Viburnum sp.	pinned	RP Overson	Wasps were searching for something on leaves			
879	RPO#0732	RPO#0901	721	RPO#0719	RPO#0901			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/30/2016			hand	31.8751	-109.1807	17 m	WGS 84	1588		urban	ex leaves of Viburnum sp.	pinned	RP Overson	Wasps were searching for something on leaves			
880	RPO#0732	RPO#0902	722	RPO#0719	RPO#0902			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/30/2016			hand	31.8751	-109.1807	17 m	WGS 84	1730		urban	ex leaves of Viburnum sp.	pinned	RP Overson	Wasps were searching for something on leaves			
881	RPO#0732	RPO#0903	723	RPO#0719	RPO#0903			North America	USA	AZ	Cochise	Glencoe	Chicago Botanic Garden				8/30/2016			hand	31.8751	-109.1807	17 m	WGS 84	1730		urban	ex leaves of Viburnum sp.	pinned	RP Overson	Wasps were searching for something on leaves			
882	RPO#0733	RPO#0904	727	RPO#0720	RPO#0904			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
883	RPO#0733	RPO#0905	728	RPO#0720	RPO#0905			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
884	RPO#0733	RPO#0906	729	RPO#0720	RPO#0906			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
885	RPO#0733	RPO#0907	730	RPO#0720	RPO#0907			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
886	RPO#0733	RPO#0908	731	RPO#0720	RPO#0908			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
887	RPO#0733	RPO#0909	732	RPO#0720	RPO#0909			North America	USA	IL	Lake		Rollins Savannah Forest Preserve				9/5/2016			hand	42.37	-88.03	1300 m	WGS 84	236		prairie	ex. Solidago spp.	pinned + EtOH	RP Overson	Collected from different Solidago species			
